{'--help': False,
 '--keys': '1024',
 '--linear': None,
 '--retrieveonly': True,
 '--size': '16',
 '--storeonly': False,
 '--times': '61440',
 '--uniform': False,
 '--version': False,
 '--zipf': '1.25',
 '<addr>': None,
 '<key>': None,
 '<nodes>': ['172.16.133.246:8001', '172.16.132.100:8001', '172.16.132.101:8001', '172.16.132.102:8001', '172.16.132.103:8001', '172.16.132.104:8001', '172.16.132.105:8001', '172.16.132.106:8001', '172.16.132.107:8001', '172.16.132.108:8001', '172.16.132.109:8001', '172.16.132.110:8001', '172.16.132.111:8001', '172.16.132.112:8001', '172.16.132.113:8001', '172.16.132.114:8001', '172.16.132.115:8001', '172.16.132.116:8001', '172.16.132.117:8001', '172.16.132.118:8001', '172.16.132.119:8001', '172.16.132.120:8001', '172.16.132.41:8001', '172.16.132.42:8001', '172.16.132.43:8001', '172.16.132.44:8001', '172.16.132.46:8001', '172.16.132.47:8001', '172.16.132.48:8001', '172.16.132.49:8001', '172.16.132.50:8001', '172.16.132.51:8001', '172.16.132.52:8001', '172.16.132.53:8001', '172.16.132.54:8001', '172.16.132.55:8001', '172.16.132.56:8001', '172.16.132.57:8001', '172.16.132.58:8001', '172.16.132.59:8001', '172.16.132.60:8001', '172.16.132.61:8001', '172.16.132.62:8001', '172.16.132.63:8001', '172.16.132.64:8001', '172.16.132.66:8001', '172.16.132.67:8001', '172.16.132.68:8001', '172.16.132.69:8001', '172.16.132.70:8001', '172.16.132.72:8001', '172.16.132.73:8001', '172.16.132.74:8001', '172.16.132.76:8001', '172.16.132.77:8001', '172.16.132.78:8001', '172.16.132.79:8001', '172.16.132.80:8001', '172.16.132.82:8001', '172.16.132.83:8001', '172.16.132.84:8001', '172.16.132.85:8001', '172.16.132.86:8001', '172.16.132.87:8001', '172.16.132.88:8001', '172.16.132.89:8001', '172.16.132.90:8001', '172.16.132.91:8001', '172.16.132.92:8001', '172.16.132.93:8001', '172.16.132.94:8001', '172.16.132.95:8001', '172.16.132.96:8001', '172.16.132.97:8001', '172.16.132.98:8001', '172.16.132.99:8001'],
 '<target>': None,
 'findnode': False,
 'findvalue': False,
 'id': False,
 'ip': False,
 'iterative': False,
 'oneshot': False,
 'ping': False,
 'shutdown': False,
 'store': False,
 'table': False,
 'test': True}
('Using alpha', 1.25)
Using 172.16.133.246:8001 as the main node for storage setup
timespan 77de68daecd823babbb58edb1c8e14d7106e83bb 0.0209538936615
timespan 9e6a55b6b4563e652a23be9d623ca5055c356940 0.00751900672913
timespan da4b9237bacccdf19c0760cab7aec4a8359010b0 0.0112338066101
timespan f8c024c4ad95bf78baaf9d88334722b84f8a930b 0.0109570026398
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00753498077393
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00518107414246
timespan cb4e5208b4cd87268b208e49452ed6e89a68e0b8 0.00822114944458
timespan 77de68daecd823babbb58edb1c8e14d7106e83bb 0.0053448677063
timespan b1d5781111d84f7b3fe45a0852e59758cd7a87e5 0.0088198184967
timespan 356a192b7913b04c54574d18c28d46e6395428ab 0.00901818275452
timespan 356a192b7913b04c54574d18c28d46e6395428ab 0.00834798812866
timespan bdab02b526850c0ef562ff382a7d312349c611d3 0.00817108154297
timespan af3e133428b9e25c55bc59fe534248e6a0c0f17b 0.0089647769928
timespan fe5dbbcea5ce7e2988b8c69bcfdfde8904aabc1f 0.0108709335327
timespan b3f0c7f6bb763af1be91d9e74eabfeb199dc1f1f 0.0215549468994
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.0190069675446
timespan 356a192b7913b04c54574d18c28d46e6395428ab 0.00507497787476
timespan 7b52009b64fd0a2a49e6d8a939753077792b0554 0.00886392593384
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00853991508484
timespan 356a192b7913b04c54574d18c28d46e6395428ab 0.0149478912354
timespan b1d5781111d84f7b3fe45a0852e59758cd7a87e5 0.00864577293396
timespan ac3478d69a3c81fa62e60f5c3696165a4e5e6ac4 0.00882792472839
timespan 4dd260501dec55caaf354185b0aa99c8e05c045a 0.00858616828918
timespan 9a70776c743352cfcf688e52512673332e5e4007 0.00816011428833
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00509095191956
timespan 356a192b7913b04c54574d18c28d46e6395428ab 0.00468182563782
timespan fa35e192121eabf3dabf9f5ea6abdbcbc107ac3b 0.00811004638672
timespan 972a67c48192728a34979d9a35164c1295401b71 0.00817608833313
timespan 39dfc9ffd3253c48c9af5dd55c4b3e4b4b5e6229 0.00810503959656
timespan fe5dbbcea5ce7e2988b8c69bcfdfde8904aabc1f 0.00933218002319
timespan da4b9237bacccdf19c0760cab7aec4a8359010b0 0.00812005996704
timespan 17ba0791499db908433b80f37c5fbc89b870084b 0.00717997550964
timespan da4b9237bacccdf19c0760cab7aec4a8359010b0 0.00789880752563
timespan 1b6453892473a467d07372d45eb05abc2031647a 0.00787615776062
timespan da4b9237bacccdf19c0760cab7aec4a8359010b0 0.00333499908447
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.0157370567322
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00341296195984
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00867700576782
timespan 77de68daecd823babbb58edb1c8e14d7106e83bb 0.00757884979248
timespan 7719a1c782a1ba91c031a682a0a2f8658209adbf 0.0106639862061
timespan b3f0c7f6bb763af1be91d9e74eabfeb199dc1f1f 0.00804090499878
timespan b1d5781111d84f7b3fe45a0852e59758cd7a87e5 0.00313997268677
timespan da4b9237bacccdf19c0760cab7aec4a8359010b0 0.00302314758301
timespan 86970064ea53b6d66b7c53cbc91c58b4f06fc6fd 0.00838613510132
timespan 356a192b7913b04c54574d18c28d46e6395428ab 0.00475406646729
timespan f37062d9a65543a46f2ba13299ba77a370a1c4eb 0.00999093055725
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.0034019947052
timespan 356a192b7913b04c54574d18c28d46e6395428ab 0.00574493408203
timespan eadc1dd8fc279583d5552700ae5d248e3fa123bd 0.00884604454041
timespan 17ba0791499db908433b80f37c5fbc89b870084b 0.0140128135681
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.0054190158844
timespan 667be543b02294b7624119adc3a725473df39885 0.0191071033478
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00778198242188
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00329113006592
timespan 17ba0791499db908433b80f37c5fbc89b870084b 0.00517177581787
timespan d30f79cf7fef47bd7a5611719f936539bec0d2e9 0.00826787948608
timespan 934385f53d1bd0c1b8493e44d0dfd4c8e88a04bb 0.00874996185303
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00658512115479
timespan ac3478d69a3c81fa62e60f5c3696165a4e5e6ac4 0.00788021087646
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00504803657532
timespan ac3478d69a3c81fa62e60f5c3696165a4e5e6ac4 0.00551509857178
timespan 1b6453892473a467d07372d45eb05abc2031647a 0.00581002235413
timespan c1dfd96eea8cc2b62785275bca38ac261256e278 0.00552296638489
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00476789474487
timespan 356a192b7913b04c54574d18c28d46e6395428ab 0.00487089157104
timespan acf1fffc01dc0193aa07d0b1de723c292a2c826d 0.0105001926422
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00519013404846
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00548005104065
timespan 902ba3cda1883801594b6e1b452790cc53948fda 0.0088222026825
timespan b1d5781111d84f7b3fe45a0852e59758cd7a87e5 0.00778794288635
timespan 668f37d8c8de8ceafa1092495a78aaaa0efef934 0.00799298286438
timespan da4b9237bacccdf19c0760cab7aec4a8359010b0 0.00822401046753
timespan 356a192b7913b04c54574d18c28d46e6395428ab 0.00536203384399
timespan 902ba3cda1883801594b6e1b452790cc53948fda 0.00756001472473
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00489091873169
timespan bd307a3ec329e10a2cff8fb87480823da114f8f4 0.00835919380188
timespan fe5dbbcea5ce7e2988b8c69bcfdfde8904aabc1f 0.00339484214783
timespan 30222b26c6fe9abd40484df71711d3031a28c6bf 0.00563406944275
timespan 356a192b7913b04c54574d18c28d46e6395428ab 0.00508403778076
timespan 5a5b0f9b7d3f8fc84c3cef8fd8efaaa6c70d75ab 0.0107901096344
timespan 68b5193fd0f5308baac9d9eed453a89e6925bcf9 0.0102951526642
timespan f1f836cb4ea6efb2a0b1b99f41ad8b103eff4b59 0.0111708641052
timespan ac3478d69a3c81fa62e60f5c3696165a4e5e6ac4 0.00622701644897
timespan da4b9237bacccdf19c0760cab7aec4a8359010b0 0.00762104988098
timespan b74f5ee9461495ba5ca4c72a7108a23904c27a05 0.00788617134094
timespan fa35e192121eabf3dabf9f5ea6abdbcbc107ac3b 0.0108110904694
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00513410568237
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00543594360352
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00444388389587
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00456595420837
timespan 356a192b7913b04c54574d18c28d46e6395428ab 0.00467491149902
timespan 93ac1946cb917abc4735cdd1ee5fb7e3c6e164de 0.0144538879395
timespan 632667547e7cd3e0466547863e1207a8c0c0c549 0.0114870071411
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00500917434692
timespan fa35e192121eabf3dabf9f5ea6abdbcbc107ac3b 0.00491619110107
timespan 77de68daecd823babbb58edb1c8e14d7106e83bb 0.00839805603027
timespan da4b9237bacccdf19c0760cab7aec4a8359010b0 0.00864815711975
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00375080108643
timespan b1d5781111d84f7b3fe45a0852e59758cd7a87e5 0.00638699531555
timespan da4b9237bacccdf19c0760cab7aec4a8359010b0 0.008220911026
timespan c1dfd96eea8cc2b62785275bca38ac261256e278 0.00830101966858
timespan 77de68daecd823babbb58edb1c8e14d7106e83bb 0.00455093383789
timespan 5a5b0f9b7d3f8fc84c3cef8fd8efaaa6c70d75ab 0.00715494155884
timespan c1dfd96eea8cc2b62785275bca38ac261256e278 0.0049889087677
timespan da4b9237bacccdf19c0760cab7aec4a8359010b0 0.00576210021973
timespan 59129aacfb6cebbe2c52f30ef3424209f7252e82 0.00751399993896
timespan fe5dbbcea5ce7e2988b8c69bcfdfde8904aabc1f 0.00752902030945
timespan 07eb1cd77ab3f5be92ee0c7050d2048fa1390e4c 0.0049159526825
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.0049250125885
timespan b1d5781111d84f7b3fe45a0852e59758cd7a87e5 0.00743508338928
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00477886199951
timespan da4b9237bacccdf19c0760cab7aec4a8359010b0 0.00492191314697
timespan 1b6453892473a467d07372d45eb05abc2031647a 0.00544905662537
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00495195388794
timespan 2815f6b98b7a1fc00fc6bbb6d86583c410d86af7 0.011815071106
timespan 472b07b9fcf2c2451e8781e944bf5f77cd8457c8 0.00827813148499
timespan 902ba3cda1883801594b6e1b452790cc53948fda 0.00768399238586
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00326490402222
timespan f37062d9a65543a46f2ba13299ba77a370a1c4eb 0.00790190696716
timespan b37f6ddcefad7e8657837d3177f9ef2462f98acf 0.00538301467896
timespan fa35e192121eabf3dabf9f5ea6abdbcbc107ac3b 0.00760102272034
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00503087043762
timespan 1b6453892473a467d07372d45eb05abc2031647a 0.00486612319946
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00283312797546
timespan 356a192b7913b04c54574d18c28d46e6395428ab 0.00309586524963
timespan c1dfd96eea8cc2b62785275bca38ac261256e278 0.00331211090088
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.0046820640564
timespan da4b9237bacccdf19c0760cab7aec4a8359010b0 0.00452589988708
timespan 8e63fd3e77796b102589b1ba1e4441c7982e4132 0.00605416297913
timespan 0ade7c2cf97f75d009975f4d720d1fa6c19f4897 0.00482106208801
timespan ac3478d69a3c81fa62e60f5c3696165a4e5e6ac4 0.0050528049469
timespan fa35e192121eabf3dabf9f5ea6abdbcbc107ac3b 0.00557613372803
timespan c1dfd96eea8cc2b62785275bca38ac261256e278 0.0052649974823
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00322294235229
timespan 1b6453892473a467d07372d45eb05abc2031647a 0.00557589530945
timespan 9e6a55b6b4563e652a23be9d623ca5055c356940 0.0080738067627
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00432991981506
timespan 1b6453892473a467d07372d45eb05abc2031647a 0.00493192672729
timespan 04f1241ed2b1b531c2c853ce1eeff952cd0f40f3 0.00487494468689
timespan 902ba3cda1883801594b6e1b452790cc53948fda 0.0046820640564
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00438690185547
timespan da4b9237bacccdf19c0760cab7aec4a8359010b0 0.00465488433838
timespan 7b52009b64fd0a2a49e6d8a939753077792b0554 0.00801396369934
timespan f1abd670358e036c31296e66b3b66c382ac00812 0.00770092010498
timespan c66c65175fecc3103b3b587be9b5b230889c8628 0.01007604599
timespan b37f6ddcefad7e8657837d3177f9ef2462f98acf 0.00717806816101
timespan 0ade7c2cf97f75d009975f4d720d1fa6c19f4897 0.00566697120667
timespan b3f0c7f6bb763af1be91d9e74eabfeb199dc1f1f 0.00841879844666
timespan 887309d048beef83ad3eabf2a79a64a389ab1c9f 0.0117921829224
timespan 7f03f3f2febc46f3fa832d98251b0c98f64bc19b 0.00529599189758
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00528693199158
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00309801101685
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00479507446289
timespan f1abd670358e036c31296e66b3b66c382ac00812 0.00477385520935
timespan 356a192b7913b04c54574d18c28d46e6395428ab 0.0162749290466
timespan fe5dbbcea5ce7e2988b8c69bcfdfde8904aabc1f 0.00570011138916
timespan 4cd66dfabbd964f8c6c4414b07cdb45dae692e19 0.00903511047363
timespan 14bb99f81147d2705f53a1d75337b2ec3e10d23a 0.0090479850769
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00312113761902
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00327610969543
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00468897819519
timespan da4b9237bacccdf19c0760cab7aec4a8359010b0 0.00320506095886
timespan 356a192b7913b04c54574d18c28d46e6395428ab 0.00314712524414
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00301289558411
timespan 0a57cb53ba59c46fc4b692527a38a87c78d84028 0.00504517555237
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00318384170532
timespan b7ecf1ca1c97492de831d17a3ab559d4a1f8b735 0.0191769599915
timespan da4b9237bacccdf19c0760cab7aec4a8359010b0 0.00341701507568
timespan ac3478d69a3c81fa62e60f5c3696165a4e5e6ac4 0.0058479309082
timespan 77de68daecd823babbb58edb1c8e14d7106e83bb 0.00774478912354
timespan 12c6fc06c99a462375eeb3f43dfd832b08ca9e17 0.00843000411987
timespan e62d7f1eb43d87c202d2f164ba61297e71be80f4 0.00773882865906
timespan 77de68daecd823babbb58edb1c8e14d7106e83bb 0.00494408607483
timespan 4cd66dfabbd964f8c6c4414b07cdb45dae692e19 0.0150029659271
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00471687316895
timespan 902ba3cda1883801594b6e1b452790cc53948fda 0.00788116455078
timespan 902ba3cda1883801594b6e1b452790cc53948fda 0.00535798072815
timespan 9c676e003b8932ac49d4d3a18467c0b59e3e3fb6 0.00850486755371
timespan 356a192b7913b04c54574d18c28d46e6395428ab 0.00501489639282
timespan af3e133428b9e25c55bc59fe534248e6a0c0f17b 0.00734496116638
timespan b74f5ee9461495ba5ca4c72a7108a23904c27a05 0.00805997848511
timespan 356a192b7913b04c54574d18c28d46e6395428ab 0.00522994995117
timespan b3f0c7f6bb763af1be91d9e74eabfeb199dc1f1f 0.0104959011078
timespan f6e1126cedebf23e1463aee73f9df08783640400 0.0105760097504
timespan 77de68daecd823babbb58edb1c8e14d7106e83bb 0.0074520111084
timespan b37f6ddcefad7e8657837d3177f9ef2462f98acf 0.00496792793274
timespan 17ba0791499db908433b80f37c5fbc89b870084b 0.00563502311707
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.0033130645752
timespan 1574bddb75c78a6fd2251d61e2993b5146201319 0.00837802886963
timespan 1574bddb75c78a6fd2251d61e2993b5146201319 0.00732803344727
timespan c439c60b7bf00fc6d80b76312309f8dc6107f635 0.0103471279144
timespan f1abd670358e036c31296e66b3b66c382ac00812 0.0056049823761
timespan b4ef7df17d3dc74720cd2a8fe98a173f9576d007 0.00526094436646
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.0044960975647
timespan 12c6fc06c99a462375eeb3f43dfd832b08ca9e17 0.00549101829529
timespan 1b6453892473a467d07372d45eb05abc2031647a 0.00491619110107
timespan 356a192b7913b04c54574d18c28d46e6395428ab 0.00544810295105
timespan b888b29826bb53dc531437e723738383d8339b56 0.00775599479675
timespan 1b6453892473a467d07372d45eb05abc2031647a 0.00519514083862
timespan ac3478d69a3c81fa62e60f5c3696165a4e5e6ac4 0.0047869682312
timespan d5f0d9102728577dfc9eec0a84867f75afbdfe46 0.00807404518127
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00455713272095
timespan c097638f92de80ba8d6c696b26e6e601a5f61eb7 0.0109181404114
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00503396987915
timespan 8bd7954c40c1e59a900f71ea3a266732609915b1 0.00790190696716
timespan 80e28a51cbc26fa4bd34938c5e593b36146f5e0c 0.00464797019958
timespan da4b9237bacccdf19c0760cab7aec4a8359010b0 0.00482487678528
timespan 356a192b7913b04c54574d18c28d46e6395428ab 0.0050208568573
timespan 356a192b7913b04c54574d18c28d46e6395428ab 0.00278186798096
timespan 7b52009b64fd0a2a49e6d8a939753077792b0554 0.00740098953247
timespan b6692ea5df920cad691c20319a6fffd7a4a766b8 0.00859093666077
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00326108932495
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00311207771301
timespan 1b6453892473a467d07372d45eb05abc2031647a 0.00316715240479
timespan 5375ef76b6dc19bb987a8eab45f489e7abd6ccc8 0.0075569152832
timespan ac3478d69a3c81fa62e60f5c3696165a4e5e6ac4 0.00581383705139
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00314283370972
timespan c1dfd96eea8cc2b62785275bca38ac261256e278 0.00561618804932
timespan c2145e337ae6b84c33e35cf4b6fd3f3d516631a0 0.00533509254456
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00331282615662
timespan 356a192b7913b04c54574d18c28d46e6395428ab 0.00560998916626
timespan 0ade7c2cf97f75d009975f4d720d1fa6c19f4897 0.00805306434631
timespan 83a002e8ffbe10a8e5bfd289b565b247092a9b70 0.00761699676514
timespan f1f836cb4ea6efb2a0b1b99f41ad8b103eff4b59 0.00827980041504
timespan da4b9237bacccdf19c0760cab7aec4a8359010b0 0.00313305854797
timespan 0716d9708d321ffb6a00818614779e779925365c 0.00407385826111
timespan 4d134bc072212ace2df385dae143139da74ec0ef 0.00809597969055
timespan 356a192b7913b04c54574d18c28d46e6395428ab 0.00475406646729
timespan 114d4eefde1dae3983e7a79f04c72feb9a3a7efd 0.00294899940491
timespan fe5dbbcea5ce7e2988b8c69bcfdfde8904aabc1f 0.00505399703979
timespan 0a57cb53ba59c46fc4b692527a38a87c78d84028 0.00596284866333
timespan b37f6ddcefad7e8657837d3177f9ef2462f98acf 0.00530004501343
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00317692756653
timespan 06349be70bd2d5dd98d36b9b8dba0a057500fdac 0.00706887245178
timespan 80e28a51cbc26fa4bd34938c5e593b36146f5e0c 0.00779104232788
timespan 356a192b7913b04c54574d18c28d46e6395428ab 0.00528883934021
timespan da4b9237bacccdf19c0760cab7aec4a8359010b0 0.00469398498535
timespan c1dfd96eea8cc2b62785275bca38ac261256e278 0.00482201576233
timespan ac3478d69a3c81fa62e60f5c3696165a4e5e6ac4 0.0049090385437
timespan da4b9237bacccdf19c0760cab7aec4a8359010b0 0.00437593460083
timespan ac3478d69a3c81fa62e60f5c3696165a4e5e6ac4 0.00449299812317
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00510096549988
timespan 09d66f6e5482d9b0ba91815c350fd9af3770819b 0.00794887542725
timespan 472b07b9fcf2c2451e8781e944bf5f77cd8457c8 0.0217008590698
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00307893753052
timespan c66c65175fecc3103b3b587be9b5b230889c8628 0.00552821159363
timespan 77de68daecd823babbb58edb1c8e14d7106e83bb 0.00559687614441
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00314402580261
timespan 77de68daecd823babbb58edb1c8e14d7106e83bb 0.00471997261047
timespan 472b07b9fcf2c2451e8781e944bf5f77cd8457c8 0.0104560852051
timespan da4b9237bacccdf19c0760cab7aec4a8359010b0 0.00505399703979
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.004714012146
timespan a84c9aa070f9d126532293b8687d2ff3966060f0 0.016566991806
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00314807891846
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00347185134888
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00476384162903
timespan 77de68daecd823babbb58edb1c8e14d7106e83bb 0.014456987381
timespan c097638f92de80ba8d6c696b26e6e601a5f61eb7 0.00564098358154
timespan fa35e192121eabf3dabf9f5ea6abdbcbc107ac3b 0.00331592559814
timespan 356a192b7913b04c54574d18c28d46e6395428ab 0.00777006149292
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.0031259059906
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.0032479763031
timespan 859371c78674de37bb9ae20743117bad002716e1 0.0107300281525
timespan 19a448c01aa2e7d55979473b647e282459995b85 0.00821113586426
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00325894355774
timespan 1574bddb75c78a6fd2251d61e2993b5146201319 0.013200044632
timespan d094700e379f0fb3b543e25c77f8e4b3e068f057 0.00915694236755
timespan 0716d9708d321ffb6a00818614779e779925365c 0.00509715080261
timespan 472b07b9fcf2c2451e8781e944bf5f77cd8457c8 0.00801801681519
timespan a72b20062ec2c47ab2ceb97ac1bee818f8b6c6cb 0.0082950592041
timespan 0a57cb53ba59c46fc4b692527a38a87c78d84028 0.00525403022766
timespan af3e133428b9e25c55bc59fe534248e6a0c0f17b 0.00544595718384
timespan 2817850c98d05a2bfe8023ee026d996ef515a85d 0.00508189201355
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00479793548584
timespan eb4ac3033e8ab3591e0fcefa8c26ce3fd36d5a0f 0.00526595115662
timespan 356a192b7913b04c54574d18c28d46e6395428ab 0.00495195388794
timespan 356a192b7913b04c54574d18c28d46e6395428ab 0.00342917442322
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00400710105896
timespan 9a15f42d1c524c306eb91c3df1216db248a8f224 0.00753712654114
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00301694869995
timespan 17ba0791499db908433b80f37c5fbc89b870084b 0.00423908233643
timespan 1ed8625b87fe7be262cf36d4e4648ea241575e22 0.007976770401
timespan c1dfd96eea8cc2b62785275bca38ac261256e278 0.00500583648682
timespan da4b9237bacccdf19c0760cab7aec4a8359010b0 0.00495600700378
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00298595428467
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00494503974915
timespan 9a79be611e0267e1d943da0737c6c51be67865a0 0.0162169933319
timespan 1b6453892473a467d07372d45eb05abc2031647a 0.00575590133667
timespan 356a192b7913b04c54574d18c28d46e6395428ab 0.00282502174377
timespan b6589fc6ab0dc82cf12099d1c2d40ab994e8410c 0.00451993942261
timespan ac3478d69a3c81fa62e60f5c3696165a4e5e6ac4 0.00446581840515
